a
a
b
a
d
a
e
e
c
c
c
c
e
d
e
d
d
b
b
e
e
b
d
b
e
c
b
b
a
d
d
d
a
a
b
e
c
e
e
d
b
d
a
b
d
b
e
e
e
d
a
c
b
d
a
c
e
